tweet	sentiment
Danke Mainz; weiter so.... #effzeh	neutral
omg meine haare ich seh aus wie alice von twilight...	negative
Du hast Dich zuvor so verhalten; Sozialstellen nicht bemüht … asozialen Händlern anvertraut ... ver-/gebunden fühlend!? Sage Dir; … dann …	neutral
#FollowFriday Eine wandelnde Krise ... und das ist verdammt gut so! ☺ @user | ~http  ☺	positive
isch kle fertig vum training und hockt gechillt vorm netbook #duknb	positive
exrem starke zahnschmerzen. morgn hat mama geburtstag... mist?	negative
Treffen Sie Logwin auf dem 9. Branchenforum Automobil-Logistik am 27.1. im Audi Forum Ingolstadt.Wir freuen uns auf den persönlichen Dialog!	neutral
Ich lebe einen Traum von einem Leben.	positive
In den letzten 24 Stunden ist die welt nicht untergegangen; ich bin erstaunt. Oder habe ich es einfach verpasst?	positive
Kondome-gratis.de startet neu.Als kleines Neujahresgeschenk erhälst du bei uns 6 vollkommen kostenlose Kondome! ~http 	neutral
Kopfhörer auf- Musik an- Welt aus!	positive
Glutenfrei backen: über 80 Rezepte für überragenden Genuss - von A. Kirchmaier et al. - Umschau Buchverlag. ~http 	neutral
Ein Programm das mir das telephonieren und das internet abdreht wenn ich es verbraucht habe.  Ja praktische sachen giebts nur am hTc.	neutral
Auch ein Sieg für die Fairness. Vettel Weltmeister! #stahlregie #f1	positive
Die Müllabfuhr rettet meinen Tag!! Einfach zu göttlich; dieser Krüppelmann =D Beschwert sich bei uns über die Mülltrennung o.O.	positive
Soeben ist der heutige Kreuzfahrt-Newsletter verschickt worden. Ihr wollt die Themen des Tages kennen? Meldet euch an! ~http 	neutral
Nike; Adidas & Co. verzichten auf Chemie in den Klamotten? Ja; das wär fein! Neue #Greenpeace-Kampagne setzt Zeichen: ~http	positive
Schwarz Gelb lässt die Hosen runter: ~http  Wie weiter? ~http 	neutral
Duderstädter frühlingsfest. Gleich feuerwerk... ~http	neutral
"Da brennt in #Schwalmstadt ein Gymnasium ab und niemand titelt ""Hurra Hurra die #Schule brennt"" - FEIGLINGE!"	neutral
bei der Form geb ich auch der Microsoft 6000 den Vorzug.Den Kurs mit den Handschmeichlern müssen die Logitech Designer verpasst haben	negative
Hab mich gerade mit einem unterhalten; der von sich meinte er wäre ein Junkie. Dabei kennt er nichtmal den #hashtag.	neutral
hab mich achtzig Mal verdrückt; aber Schatz; ich schrieb zurück.	neutral
Eines Tages schwimmt die Wahrheit doch nach oben. Als Wasserleiche. (Wieslaw Brudzinski)	neutral
#Grundrechte schützen! Schäubles Überwachungswahn #Monitor #Sendung vom 12.04.2007 ~http  #piraten+ #cdu- #btw09	neutral
Ich komm nicht weiter #mariobros ärgerliche unterwasserwelt aber einfach ein geniales Spiel	positive
Spinne in meinem Zimmer getötet &gt;.&lt;	neutral
Auch in Düsseldorf kommt Samstags also der Schrottsammler :D	neutral
Was ist das?? Fc manner schnitte oder was? :) ~http 	neutral
Mein Chef ist so vergesslich; dass ich ihn daran erinnern muss; dass ich ihm erinnerungszettel geschrieben habe.	neutral
Köstliche Rezepte aus aller Welt (Sachbuch) - von Roberto Mottadelli et al. ~http 	neutral
Das Wetter könnte nicht schöner sein!:(	positive
so zwischen schlafen und koma schloma	neutral
Das ist für Ghana echt bitter!	negative
Uneingeladene gaeste bei einer party sind echt assi; vor allem wenn sich dabei um die #polizei handelt! #rockon	negative
noch die letzten highlights vom samstag anschaun. (watching Schlag den Raab via @user) ~http 	neutral
Heimatgefühle ~http  #briard	positive
"Mit großer Verspätung ""Feuchtgebiete"" gelesen. Fazit: Kann man sich sparen...passend hierzu: ~http "	negative
vielen dank.klarer sieg für gucci ;D	positive
Gestern Ridley Scotts Robin Hood von 2010 gesehen. Zweieinhalb Stunden verschwendete Zeit....langatmig und unnötig.	negative
Wie geil RT @user Samsung lässt Galaxy-Tab-Displays künftig auf Rückseite montieren ~http 	neutral
Hör dir Taio Cruz von Higher an! Ich habe den Song gerade mit TrackID™ von Sony Ericsson gefunden.	neutral
Hört mal bei Dead United rein... oder besucht gleich ihr Konzert. passende News dazu: ~http 	positive
Huhu :) Nicht so oft online; habe viel um die Ohren...	neutral
Opera mini ist ja mal genial fürs surfen mit GPRS / Edge auf dem iPhone.	positive
Dieses Video musst du dir ansehen! -- Paris Hilton sexy spot Go Yellow ~http 	positive
Dieses Video enthält Content von Sony Music Entertainment. Es ist in deinem Land nicht verfügbar.  FUUUUCCCKKK OFFFFF!!!!!!111	negative
Liebe KandidatInnen der @user Konsumentencharta - Einstehen für die Konsumenten! Danke! ~http  @user	neutral
KONZ Steuertipps gibt auch Tipps und macht Verlosungen auf Facebook - Wir freuen uns über 46 Fans!	positive
"Gerade hat sich ein junger Mann aus dem Newsletter abgemeldet. Begründung: ""habe meine grosse Liebe jetzt... ~http "	neutral
Halber Arbeitstag vorbei...endlich Pause	positive
Aufbau eines DEUTSCH-AFRIKANISCHEN Verteidigungsbündnis zur BEFREIUNG der Welt. Es wird immer besser hahaha	negative
Planung des irischen abends angenommen. gleich mal nen Irish pup gegründet. er trägt den Namen:  Irischer  PAP	neutral
Gruppensport ist Massenmord.  Heute zwei verletzte beim Fußballspielen. Einer davon jetzt im Krankenhaus.	neutral
juhu jetzt fuintz der transfer ned un d ich hock am rechern -.- endlich daheim	na
Das Bing Hintergrundbild ist klasse aber längst nicht so imposant wie darunter zu stehen.	positive
Gleich ist Zapfenstreich im Hostel. Kiddies haben sich morgen ausschlafen vor dem Event verdient. #LostInMV	neutral
muss sich nun 2 Stunden mit so mittel Metalbands die Zeit bis Peter Fox vertreiben	negative
faul sein ._.	negative
Jetzt weiß ich wieder warum das #Traumschiff nur 3x/Jahr läuft: es könnten die Ideen ausgehn.vorteil: die leut könnten vergessen was kommt	neutral
Morgen beginnt mein erster Tag an der Fh :-) und so ziemlich meine letzte Woche bei meinem Arbeitgeber!	positive
Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Disneys König der Löwen... ~http 	neutral
im regen ins kino - keine gute idee	negative
Morgen noch treffen mit Chef; dann WOCHENENDE; mein erster freier Samstag seit September....fein fein fein	positive
Insb. auch empfehlenswerte Restaurants oder Läden. Nicht das was in jedem Reiseführer steht.	neutral
Ein kräftiger Schienbeinmuskel verleiht Fußgelenken beim Laufen mehr Flexibilität & Stabilität. 1a Trainingsgeräte: Balance Pad & Bosu Ball.	neutral
Kämpfen und Siegen #SGE	neutral
Und der Moment; in dem man beschließt; nicht alles ergründen zu wollen um seinen Frieden zu finden; .. wird den Frieden bringen.	positive
OMG!!!!!!!!!......#SexRobstenBR	neutral
Hach #Sommer. Wir hätten dieses Jahr so gute Freunde werden können. Aber du hast mich ja sitzen lassen....	negative
Weiter geht es mit: #ff @user @user @user @user @user @user @user @user	neutral
Auf großer Oster-Mission für Sony unterwegs. Als Belohnung warten tolle Preise auf mich: ~http 	positive
ok mir ist sehr langweilig. house of night lesen und so :D	na
Wenn Zeit ist werde ich heute einen eBook-Reader von Sony mal testen ( beruflich natürlich)	neutral
Sendung ist seid 4:37 in Köln; kann ich ja fast selbst abholen :-)	neutral
SALAFISTEN;trojanisches Pferd des Terrors?Alle islamistischen Terroristen waren Salafisten..züchten wir den Feind in unsrem Bett?	neutral
was macht eine betrunkene blumenverkäuferin? fleder-floristik! #alkohol #spaß #epic	neutral
Unfassbar: Britney Tickets für 2;30 Euro! ~http 	neutral
[DiscoSion] Vielen Dank für verfolgen! Ich hoffe euch bei unserer Veranstaltung im Namen der Iniziatoren begrüßen zu konnen VG @user ...	positive
Ich: gehe gleich in deinen Spülkasten kacken wenn du nicht aufhörst zu nerven! Er: OKAY! :D	negative
"#Preisklagemauer - Abzocke des Tages: Fischfutter TETRA ""XL-Flocken""; 1000ml; Preisaufschlag 257% ~http "	neutral
R.I.P Ryan Dunn!  so oft dem tod ausgewichen und jetzt ein autounfall #finaldestination #fb	neutral
und schon hab ich kein bock mehr auf spanisch; todo lo que apesta	negative
neben rtl für die schwiegertöchter möchte ich auch manchmal rtl2 für frauentausch danken... DANKE!	positive
Mittwoch *-*	neutral
INNOVATION - Nintendo küntigt 3D-Mobilkonsole an; die keine 3D-Brille benötigt! ~http 	neutral
F***k!!! Leider kein #rydercup in Deutschland ;-( Frankreich...	negative
Sag nicht: Ich kann das nicht. Sag: Ich kann das noch (!) nicht.	neutral
Antrag beim BVA übers Internet gestellt; Bestätigung kommt per Briefpost (klar; gut so) - mit drangetackertem Folgeantragsblankoformular...	neutral
War ja klar. Behörden verbieten #Protest gegen #Papst ~http	negative
Hab limit -.-'	negative
Wochen? Monate?-Lang nichts getwittert und immer noch follower unglaublich	positive
"Lesenswerte Anregungen: RT @user ""Luft beim Atmen"" - ~http  - aus #Grundelemente; einer neuen Seite der Lyrikscheune"	neutral
Gangstar: Miami Vindication HD absofort für 0;79€ statt 5;49€ im AppStore zu finden ~http 	neutral
Keinohrnazis LOL #TvTotal	positive
Das Projekt des Jahrhunderts startet bei trnd - gesucht werden 40 Onlinereporter fuer das XPERIA X10 von Sony Ericsson - PHAENOMENAL!	neutral
Und damit parkte Herr Dachs bei Frau Hecht ein und sie schliefen ein.	neutral
#Greenpeace: Adidas will auf giftige #Chemikalien verzichten ~http	neutral
findet es super das es schneit #schneeflocken_mit_mund_fang	positive
I uploaded a YouTube video -- Urlaub auf dem Kapellenhof/Manderscheid - Ferienwohnung S... ~http 	neutral
Affiliate-with.me ist ein ausgetüftelter; funktionierender getesteter Plan (blueprint)  auf dem Weg zum Super Affiliate ~http 	neutral
Adidas Woman Fresh Escape Deo Body Spray; 150ml: Adidas Fresh Escape ist ein frischer; natürlicher Duft voller E... ~http 	neutral
Manche Bücher entfalten erst im Kamin ihr volles Aroma. (Manuel Vázquez Montalbán)	neutral
Diese Woche wird wohl mein neues Handy eintrudeln - Samsung Galaxy s2 - dann heists Bye Bye I Phone 3gs	neutral
Diven; Diebe; Diktatoren - SPIEGEL ONLINE - ~http	neutral
Hm. Vertrag kündigen und prepaid karte kaufen. Nicht nur bessere Kondition; sondern auch besserer Service. Traurig #o2	negative
Nie nie niemals wieder! Okay vielleicht doch	na
Trivial Pursuit aufm iPhone macht richtig Laune! Und das mir; dem Brettspielverweigerer!:  ~http 	positive
"gestern auf ""das vierte"": ""batman hält die welt in atem""... musste so lachen; dass ich mir direkt die dvd bestellt hab. morgen ist sie da"	positive
- Im Hungry	neutral
Für schlappe 260€ pro Tag kann man die Finca von Sonja Zietlow mieten...^^ ~http 	neutral
Bernd Eichinger hinterlässt eine unendliche Leere - ~http 	negative
"Der heutige Tag ist einfach mal... mistig. Man könnte ihn sogar als ""scheiße"" bezeichnen. Aber sowas tut man nicht."	negative
„Eine der seltensten Befähigungen ist die Befähigung; Befähigung anzuerkennen.“   -Internet	neutral
Jetzt muss ich nur noch wieder fit werden; damit ich zur mündlichen Prüfung kann &gt;.&lt;.	negative
"Naja.. Ich glaube Heute ist wieder mein ""OH SEBASTIAN!""- tag. @user  OOOOH SEBASTIAN! &lt;3 *O*"	neutral
Als Twitter noch meine Startseite war; hab ich wenigstens daran gedacht zu twittern.. Life..	neutral
Yummmmiii   RT: @user 500 g nutella für 0;99€ am Freitag (17.12.) bei Lidl bundesweit ~http	neutral
eingeschneit*	neutral
IM GUCCI 0N U YADIES! #divadoll	neutral
HEUTE ABEND AB 21 UHR KEYS ROCK ERÖFFNUNG MIT BBQ;SANGRIA;POOL SPIELEN;UND VIELEN WEITEREN ÜBERRASCHUNG ~http 	neutral
mein handy hört nach ein paar sms'n auf bei einer neuen sms zu vibrieren !	negative
Was soll man zu diesem TRailer noch sagen außer ... Möge die Macht mit euch sein: ~http	neutral
in der 10. runde geht er zu boden sicher # klitschko wins	neutral
äh LERNEN!	neutral
DAGEGEN! wurde gerade veröffentlicht! ~http  ▸ Titelthemen heute: @user	negative
finde keine Worte #Oslo #Utøya	neutral
Besten Dank für´s FOLLOW #FF an @user  @user  @user	positive
habe grade einen  waren freund zu gast	neutral
wird ja immer geiler hier.	positive
Rainbow Magicland ftw: D Auf zu den Achterbahnen!*___*	positive
E-Klasse brettern :D *.*	positive
Sehr geil... nicht gewusst das die noch produziert werden: Sony stellt Produktion von Floppy Disks ein ~http  via @user	positive
Dieses Video musst du dir ansehen! -- E Nomine--Psalms 23 (Parts 1&2) ~http  via @user	positive
Die Leute die am wenigsten über einen wissen sind immer die;die meinen;am meisten Ahnung von einem zu haben.	negative
grade iwie einsam...	neutral
Morgen Welt ....	neutral
So richtig leckeren Jackie und ne Frau wären jetzt echt schick. Und was ist? Red Bull Cola und Dvd gibt es nur. Lame...	negative
#Bundesregierung will weiterhin elektronische #Rechnungen ohne digitale #Signatur ermöglichen: ~http  #Heise	neutral
Sehr interessante Aufarbeitung Apple vs. Samsung bei Kollege RA Stadler: ~http 	positive
"#AB9720 ""Die technischen Probleme wurden wieder hergestellt; die Tanks sind leer."" :-)"	neutral
#bbde ingrid muss heute raus und am besten dann daggy^^	neutral
Rubber - Eine Hommage an die reine Willkür: ~http  #myconsol	neutral
So; wer bleibt denn noch als IDOL? #Loriot	neutral
Bei dem Wetter könnte nachher mit der Rasselbande mal auf den Spielplatz gehen.	neutral
Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Christian Siriano Fashi... ~http 	neutral
Ouhh Nintendo hat die offene Stelle des Head of Marketing neu besetzt. Rittinghaus tritt die Nachfolge von Schmidt an und er freut sich! (:	positive
Dexter hätte es nicht besser gekonnt ~http 	neutral
kann mir wer sagen warum adidas auf star was hangen geblieben ist? glaube nich das r2 d2 besonders sportlich ist! oder?	neutral
Cool echofon fürs iPhone unterstützt push:  ~http 	positive
krankes mädchen ist wieder zuhause .. will aber lieber wieder zurück ... zuhause ist kacke	negative
Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- ich und ich - wenn ich ... ~http 	neutral
"Gerade ""Brücke nach Terabithia"" geguckt. So magisch und doch so traurig...."	positive
Hab mir eben einen Sony Ericsson Theme Creator runter geladen. Das Programm ist voll cool; da kann man sich eigene Hintergründe erstellen.=)	positive
Erstaunlich; dass manche Menschen so gar keine Vorstellung davon haben; was ihnen gut tut und was nicht. Jetzt: #fett #weg #ZDF	neutral
Hatte heute schon um 10:30 Uhr aus :P // Was machst du so?	neutral
Zu Hause |D Hunger; Klavier...und Hunger	negative
Die neuen Shark-Handys von Samsung passen ideal zu einem Streichelhai. Nicht wahr; @user ? Und Web 2.0 ist auch schon drin!  ;)	neutral
Apfelmuffins sind im Ofen! *yummy*	positive
"Der erste ""Nachblitzschlagtweet"" dank neuer Fritz!Box; das bei uns im Haus Fernseher und telefone gegrillt hat #Gewitter"	negative
#SuperSunday @user – angeblich verschlägt es ihr bisweilen die Sprache ... das kann ich nicht bestätigen! Krisenfest und humorvoll!	neutral
ääähhhmmm voll gefressen mit Chips und lecker Becks Lemon.	positive
alle bitte @user  folgen :D die freu ist einfach der hammer :D &´das ist die deutsche fanseite dazu :D	positive
Barbie und die 3 Musketiere in Bio geguckt ;D SCOOORE!	positive
Zensur bei Twitter; Facebook; Wikipedia & co.? Aufruf: ~http 	neutral
"kapo kaplan ft. h.u.s. ""froge"" ~http  @user @user @user @user @user @user #RT jetzt gehts:)"	neutral
Ab in die Sonne ;-) #summertime	positive
Daaa...Chilln und Supertalent gucken.	neutral
Hör dir Snoop Dogg von Signs an! Ich habe den Song gerade mit TrackID™ von Sony Ericsson gefunden.	positive
3cm - Dicker ist der neue 102cm LED-TV von Samsung leider nicht mehr! ~http	neutral
Bin grad dabei das erste Mal in meinem Leben ein Stück Fleisch zu braten!!!!	neutral
Nach der Erstellung des Charakters läuft das Intro; leider zwischendurch mit Aussetzern was den Sprecher betrifft und es fehlen Satzteile.	negative
würde dir gerne so viel sagen doch du bist leider weg.	na
Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 	positive
Zum ersten mal ein Tweed von einem Apple gerät fühlt man sich gleich mehr in der gesellschaft akzeptiert	positive
mein hypothalamus hat immer noch keine follower in meinem grosshirn.	negative
Dieses Video musst du dir ansehen! -- Hölderlin - Requiem Für Einen Wicht (1972) ~http  via @user	positive
keini näme	na
De beruchte lach ~http 	na
vote für mehr #eigenverantwortung beim lernen; auch in schulen!! endlich spaß dabei und es bringt was!! #schulsystem #veraltet	neutral
"Ungläubig schüttelt der Richter den Kopf: ""Sie wollen allen ernstes behaupten; man hätte Sie zu dieser Strafta...~http "	neutral
Boa abfuck heute!	neutral
Okay; wo sitzt wohl der englischsprachige Microsoft Support?kleiner Tipp: hier sind kühe heilig und Arbeitskräfte billig	neutral
Tolle Tatorte am Tegernsee gesichert: Spielcasino; Bräustüberl; Büttenpapierfabrik; Wallberg. Die Spurensuche geht weiter!	neutral
Tanz mit mir; spiel mit mir; hab spaß mit mir ... Watch the moving bodies; as they react to the sound	neutral
Heute Abend ab wieder offener Jugendkeller im ALH =)	positive
#Frauen #WM Claudia Neumann hat gut kommentiert; viel Ahnung von Taktik. Das würde man sich von ihren Kollegen auch wünschen.	positive
Basic Thinking verschenkt das Samsung S7070. Ich will mit in die Lostrommel: ~http  #Divatelefon	neutral
Draussen sieht es tatsächlich nach so etwas wie *Sommer* aus.	positive
Wenn mich keiner faven will; fave ich mich halt selbst! So!	neutral
'Baddass headache ... whats goin on mann	na
in meiner küche sitzen menschen aus weimar; DIE ICH NICHT KENNE!	neutral
Die #Japaner verarschen uns und alle fallen drauf rein! ~http 	negative
Hier ein Leckerbissen aus der aktuellen Element KICK-BIKE Serie! ~http 	neutral
Das Samsung Wave ist doch auch eher ein Galaxy Fail; oder?	negative
Es qualmt und stinkt wieder im Hinterhof.Bis zum Ultimo muß der Betreiber nachbessern.Fettfilter fehlt seit Anfang an!Sauerei das ganze!	negative
Ist irgendwie schon beruhigend; dass es noch Probleme gibt; in denen ausschließlich ein Hammer weiterhilft und kein Hightechfirlefanz.	positive
Hallo; ich empfehle dir WhatsApp; eine tolle Messaging App für Smartphones. Chatten ohne SMS! Die App ist unter ~http 	neutral
Luxprivat zum Communiqué vun der @user zum Thema Anonymitéit am Internet: ~http 	na
Jeder 4. Deutsche bei Facebook. Pf! Jeder 2. MAD-Leser ist bei MAD-Tweets (1056). Macht 2112 Leser. Fazit: D hat gar nicht so viele Idioten.	neutral
Sicherheitsforum Baden-Württemberg: lesenswerte Studie zum Know-How-Schutz und Handlungsempfehlungen für Unternehmen: ~http 	neutral
"Hotel Tipp: ""the first boutique hotel in Santa Marta..."" ein optischer Leckerbissen :) ~http  #Kolumbien"	positive
Wenn du jeden Tag denkst es waere dein letzter; wird der Druck irgendwann unermesslich.	negative
Ich glaube; ich schule um. Zum ignoranten Flittchen ^_^	na
Hergeschaut! Nintendo 3DS – ausgepackt! ~http 	positive
2010 DeLorean Nike (via @user). Gibt's ein Hoverboard dazu?	neutral
Endlich in Deutschland mobil online und auf android 2.2	neutral
DREI ECHTEN VON ~http  Echte Kroatzbeere verwöhnt seit hundert Jahren zahlreiche Genießer mit der... ~http 	neutral
Sehr gut! RT: Twitter verhandelt m. Google & Microsoft über Tweets in  Suchergebnissen. Computerbild: ~http  @user	positive
Blöde Vettelwirtschaft.	negative
1500 Kilometer; 23 stunden wach und davon 22 1/2 stunden on tour. Ich bin platt. Gute Nacht	neutral
Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 	neutral
Morgen Lang Arbeiten Und Akustik-Gitarre Reparieren (;	neutral
Warum wundern sich alle; das die Linke Castro bewundert? Immerhin hat der nicht nur eine Mauer um sein Land gebaut; sondern ein ganzes Meer!	neutral
Wir sollten alle mehr Freude empfinden. Meine Montagsgedanken dazu  ~http 	neutral
Liebe #Läufer. Seid Ihr eigentlich auch schon mal einem Beinschleuderer begegnet? #nurmalsogefragt ~http 	neutral
Leider hält Glück meistens nur so lang wie eine Seifenblase.	neutral
SecondRadio.de wird die 5-jahres Feier von SLInfo unterstützen. Wir sind stolz; Teil dieser Community zu sein! ~http	positive
"Endlich; der ganz besondere Kindersparplan mit Wunscherfüller-Garantie - ""MV Stark wie ein Tiger"" ist da! ~http "	positive
heut erstma voll fett 6 stunden rad gefahren	positive
Mit einem schnellen; gekonnten Schlag zerbrach dem Ei sein Genick.	positive
Betäubung hält 4 Stunden . Ich hab jetzt schon Hunger !	neutral
Jetzt heißt es endspurt beim @user - denn heute muss die abschluss-sendung fertig werden. Wirds dann online geben.	neutral
Der Abzug des Holzkohlegrill in seiner vollen Schönheit.Viel zu kurz geraden;und zu nah an der DG Wohnung nebenan! ~http 	negative
Buchon : persona de buche grande	neutral
