sentiment	numberagreed	tweetid	tweet
neutral	2	36773	Bear grylls ist der einzig wahre MacGyver
neutral	2	41489	Sie findet kein Ende! (@ Bazaar) ~http 
neutral	2	5113	Ich will diese Liste hier gewinnen: ~http  #tweetpaketverlosung #tweetpaket
positive	2	23965	Bio hab ich mir jetzt regelrecht reingedroschen. :D Völlig überfordert und im Stress; aber trotzdem glücklich .. irgendwie. :&gt;
positive	2	17108	Unser heutiger Stargast! :-) ~http
negative	2	15047	Rip Puckelpop opfer :/
positive	2	39709	Salz für die Nase &lt;3
neutral	2	42347	"Die Bläser der Big Band; die noch keinen Ständer haben; sollen nach oben gehen und sich einen runterholen"
neutral	2	79546	SCHICK!! RT @user Samsung Galaxy Tab 10.1 Unboxing und Vergleich mit iPad 2; TouchPad; Iconia Tab und Eee Pad… ~http 
negative	2	38410	Samstagmittag der Schädel brummt; die Lunge pfeift!
negative	2	45488	scheeiße :D ich will aber ! x'D
positive	2	38585	Das perfekte X-mas Geschenk! ~http 
neutral	2	12756	wuhaaaaaahaaaaaaaaaaaaaa; wer hätte gedacht; dass ich auch bei twitter angemeldet bin ^^
neutral	2	23378	Sämtliche Apps vom Ipod gelöscht um Platz für das Wichtigste zu machen: MUSIK; dafür hab ich das Teil schließlich. Tschüss Angry Birds & Co
neutral	2	11199	"schönes Wochenende dann noch"! Was??
neutral	2	39930	sooo müde &gt;3&lt; gute Nacht!
neutral	2	23912	Vorhin heiße Zitrone getrunken und gedacht: "Woran erinnert dich das nur?!" Nun Fällt's mit ein. TEQUILA 8D
neutral	2	8905	Gefahr fuer freie Medien in Ungarn; ~http  #wienerzeitung
neutral	2	46308	Zitat @user : "Biep! Crckz! Ratter-Ratter! Mehmep! Wiisssssd!... Was denn; ich bin ein Drucker!"
neutral	2	12910	Das Hamsterrad laeuft und laeuft und und laeuft und laeuft und laeuft und und laeuft...  Ich lauf mit.
negative	2	1993	" Du liebst mich nich; du willst nur sex! D':" -" MAMA!"
neutral	2	168370	Hör dir Jennifer Lopez Feat. Pitbull von On The Floor an! Ich habe den Song gerade mit TrackID™ von Sony Ericsson gefunden.
neutral	2	16312	kann man ne ausbildung zum profi messy machen ?=?
neutral	2	64671	Lustig zu sehen; dass Microsoft dort angekommen ist wo Apple vor ca. 3 Jahren war - mit iOS 1.0 ;) ~http
negative	2	38188	Boah @user und @user stinken mal wieder heftig aus dem maul.. Am verwesen?
negative	2	12077	So n Mist; warum ist der Akku vom #G1 immer leer
positive	2	11830	mit conny mandalay ;)
neutral	2	18786	Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Jennifer Rostock - Paris ~http
neutral	2	19830	Facebook Busted in Clumsy Smear on Google ~http  via Spiegel Online
negative	2	8141	Twitter hängt und hat wohl mit technischen Problemen zu kämpfen???!!! ich kann meine nachricht nicht posten!!!!!
positive	2	9455	Ich mag ein YouTube-Video. -- Glücksbärchis Theme ~http 
negative	2	46168	Masse statt Klasse? Folgt man z.B. @user wirds schon unübersichtlich. Masse und Klasse wäre gut...
negative	2	116264	234 Fans? und Nike hat mehr? Das geht doch nicht! Liket mal schön ... für #FAIRTRADE ~http
positive	2	38661	wieder zuahuse.. xD war doch ganz schön ;) .. gleich mal schnell duschen dann gucken was geht (:
neutral	2	6038	Zugeschneiter Eingang uzu den Ferienwohnungen ~http 
negative	2	13750	Letztes Mal #Frauentausch war lustiger. Diesmal ist es ziemlich lahm.
positive	2	37347	guten morgen ihr Verrückten
positive	2	1183	Die ^-Taste sollte zu ^^ umfunktioniert werden. Einzeln braucht man das Ding doch sowieso nicht ^^ ( &lt;-- Siehst du?  Zwei! )
positive	2	9044	So ich verlasse euch bis sonntag hab euch lieeb :*
neutral	2	8824	Träumen von warmen Eislutschern: ~http
positive	2	28002	Hundi liebt Fußball! Was für ein Glück; dass ich zz nicht werfen darf; sonst hätten wir diesen Spaßt nicht für uns entdeckt! #Ridgeback
positive	2	26089	"Faster"! Seit langem mal wieder ein Action Film der richtig gut anzuschauen ist.
neutral	2	31174	Zu einen dieser ominösen Abstürtze ist es nicht gekommen! =)
neutral	2	48906	Windows 7 Deployment Wettbewerb - nehme teil und gewinne exklusiv eine Reise zu Microsoft nach Redmond - ~http 
positive	2	26446	Grad lange mit @user in der #lateline geredet. Und dank seiner ReTweets gleich wieder was gelernt.
neutral	2	45481	9 von 10 Stimmen in meinem Kopf sagen ich bin nicht verrückt! Die andere summt die Melodie von Tetris...
positive	2	25029	Endlich gute Live-Bands für die kommende Festival-Saison? ~http
neutral	2	11865	Wichteln twittern!!!: Also Ihr Menschen habt schon dolle Techniken. Wir haben jetzt Twitter entdeckt. Zwar mach.. ~http
positive	2	7577	Ich werde jetzt noch ein paar Zeilchen schreiben und dann hochladen; yöööööy. Unbetagelesen; weil Nacht ist und weil ich cool bin.
positive	2	28654	Viel versprechende #effzeh Zugängen bis jetzt; nur noch Hajnal fehlt mir.Nur mal so;der gescholtene Meier war schon sehr weit mit d. Spieler
negative	2	7051	Die sonne nervt :D
neutral	2	4435	Verfassungsbeschwerde gegen Websperren-Gesetz ~http 
positive	2	9001	Düp düp düp noch 10 minuten :)
positive	2	4961	Uh danke Facebook. Endlich haben die Leute den alten Chat wieder. Und das Geweine ist zu Ende.
neutral	2	15604	Betrachte verstohlen die Kollegin. Die hat sich eindeutig hochgeschlafen. Ganz allein; vorm Bildschirm lümmelnd.
neutral	2	7636	Sinnvolllos.
negative	2	73689	Wieso macht Nintendo Werbung fuer goldeneye mit Grafik aus der Steinzeit ?
negative	2	38708	heute is i-wie ein beschissener tag.. .. ... (jaa.. ich weiß ich verbreite wieder nur schlechte laune.. dankeeeee... xD xD)
neutral	2	30472	Qualifizierung wird zum Live-Erlebnis auf der CeBIT 2011! Die Bundesagentur für Arbeit präsentiert sich interessant! ~http 
neutral	2	24597	Sie braucht für mich den "Alle Foren immer als gelesen markieren"-Button.
neutral	2	36600	Zurück von der #fusion - Gesund und glücklich; aber nass!
neutral	2	33060	Eis essen; Zähne putzen und ab ins Bett. :D
positive	2	22247	das aber n tolles Video! ~http  :-)
neutral	2	18174	Auf großer Oster-Mission für Sony unterwegs. Als Belohnung warten tolle Preise auf mich: ~http 
neutral	2	3455	Ehrlichkeit is ein teures Geschenk; dass man von billigen Menschen nicht erwarten kann.
positive	2	37846	schön war es wieder mal bekannte gesichter aus den ersten wochen zu sehen. trotzdem - Det. 8. April ;D
negative	2	44546	..omG..wiee soLL ich 1 Wochee ohne GzsZ übersteHen :(
positive	2	32106	Yey; gestern war fett (: || Auch Wenn Mir 20 Euro fehlen.
neutral	2	7189	hat grad glückskekse gebacken.
negative	2	38191	"Has ma Kleingeld?" WAS? SEH ICH AUS WIE FRAU HOLLE ODER WAT???
neutral	2	1215	Heute: Erste-Hilfe-Kurs. Yay.
negative	2	41086	ich suche noch immer nach einer erklärung; warum die feuerwehr aus #gengenbach nachts um 5 uhr mit martinshorn fahren muss. ideen?
neutral	2	39425	Wir "rennen" jetzt auf die Microsoft Standparty :) Aber vorher noch Franzis Wrap Up vom #CeBIT Tag 3.... ~http 
neutral	2	17215	Und wenn es das letzte ist was ich tue...
positive	2	126226	Awesome - nach 8 h Dauernutzung meines Samsung Wave ist das Akku immernoch halbvoll #gsda
positive	2	4622	Wir wünschen ein schönes Paderborner Schützenfest
neutral	2	40028	Rooney-Kopfball-Tor nach Haartransplantation belegt: Er ist der schlaueste Fußballer der Welt (Kopf nicht nur zum Haareschneiden).
neutral	2	42302	Read my response to "Jahresurlaub; lange darauf gespart. Und dann kommt Murphy um die Ecke und du stellst fest das…": ~http 
negative	2	29696	Ich wünschte wirklich; es würde weniger Wind wehen. #Hamburg an einem #Sonntag im #Sommer
neutral	2	17860	Harry Potter zu Ende .. kann ich mir nicht vorstellen
neutral	2	40613	Bisher größte Krachmachergruppen: Lebenshilfewerk Mölln-Hagenow (100 Krachmacher) und Lebenshilfewerk Pinneberg (70 Krachmacher)!!!
neutral	2	97050	halli hallo ich schreibe gerade meinen ersten twitter eintrag ueber meinen nintendo ds mal schauen ob es funktionirt
neutral	2	24261	Yay! Das neue Eden in Neunkirchen arbeitet ab 28.01 mit Digital 3D :-)
positive	2	31051	Moin Moin heute ist bergfest. Noch 2 mal schlafen dann wird das wochenende eingeleutet
neutral	2	1011	Eine Packung Nerdwitze: ~http  (@monkeydom @user)
neutral	2	25487	Hitler-Bier laut Bild geschmacklos. Ich finde man hätte es aus Protest gar nicht erst trinken sollen.
neutral	2	34227	Für Freunde von Sony Kameras und Camcorder und die; die es noch werden wollen: Alle Sony Produkte in einer Welt: ~http
neutral	2	46160	Am 7. Tage sollst du ruhen- nur welcher ist der 7. Tag im #Twitterland ? Allen ein wenig Ruhe in dieser hektischen Zeit !
na	2	34471	Lust auf Tomaten und Gurken? Gemüse Insel Reichenau!!  PS: Hoftl. Ist bald der Virus tot !!!
neutral	2	46245	Bitte sag; dass die weißen Flocken auf dem Mantel meines Kollegen Schuppen sind
neutral	2	23147	Mit Interesse verfolgen wir die Vorgänge um den Erwerb der Ordensburg Liebstädt. Ein thüringisch-sächsisches Theaterstück ohne Gewinner ...
neutral	2	32689	frage mich; ob das ergebnis einer bürgerbefragung von wankelmütigen politikern in #lehrte anerkannt wird.
neutral	2	14062	+49 151 27057180 Was da stalkt jemand @user? haha; der muss sich wohl bald ne neue Nummer zulegen :&gt; +49 151 27057180 RT RT RT
positive	2	47014	Durch #Karajan habe ich eigentlich #Klang als Klang schätzen gelernt ; meint #Christian #Thielemann; bald Chef der #Dresdner #Staatskapelle
negative	2	18400	Beeindruckend; dass immer nur die Politik Kultur kaputtspart; nie jedoch ein Kaputtwirtschaften der Kulturbetreiber in Frage kommen könnte.
negative	2	25666	er hat seine frau verlasen!! ohh ha o.O
neutral	2	92328	Gizmodo - Microsoft gibt Google Schuld an YouTube-Problemen in Windows Phone 7 - ~http  // selbst schuld wer eins hat :))
neutral	2	30529	Heute bei Yahoo! Music: Avril lässt sich scheiden. Warum heiraten Celebs überhaupt so früh? ~http 
positive	2	105273	Heute das neue Samsung Galaxy i9000 bestellt. IPhone Killer? Vom Display her auf jedem Fall ;)
negative	2	28606	Dachte eigentlich;dass wäre ein Witz;aber wohl doch nicht: Heute Entscheidung über Wichniarek! Spielmacher wird dringender benötigt! #effzeh
neutral	2	39307	Döp Döp Döp !!! #Gladbach
negative	2	7107	!es hat wieder geschneit! :(((
neutral	2	161242	Überlege meine PS3 abzuschaffen? RT @user Sony geht weiter gegen Playstation 3 - Hacker vor: ~http 
neutral	2	27726	Oh und Bild mitschicken hilft ;)  ~http 
negative	2	46653	ich frage mich was an twitter so toll ist...so ein großes mitteilungsbedürfnis habe ich auch net;)
negative	2	15687	Grosssägerei nach Thüringen; bündner Regierung bezahlt womöglich noch den Umzug; damit's eine runde Summe wird; die man in Sand gesetzt hat!
negative	2	19569	Ich will wieder Freitag..
neutral	2	34189	Beißt herzhaft Du in Krapfen rein;  sollt Auffangschüssel drunter sein...  #konfitüreauflektüre
neutral	2	94640	Habe am Wochenende bei der Tante einen Vintage Gucci Weekender abgestaubt! Jetzt müsste man halt nur mal verreisen...
negative	2	3111	Für wie blöd haltet ihr uns Hunde eigentlich? ~http  #briard
negative	2	30026	Vorhin an der Kinokasse war eine ganze Schulklasse vor mir. Dachte mir nur " bitte nicht den gleichen Film". Die waren echt laut.
na	2	15713	Ich werd gleich isotonisch.
positive	2	24303	mit @user; @user &'  @user chilln &lt;3 boaa!
neutral	2	30488	Soeben Kräuterbuttergewürz; Hähnchengrillgewürz und Currymischungen in die Nähe von Hamburg; nach Pinneberg verkauft. #KohlsLaedle sagt Dank
positive	2	44421	Coole Seite  zum #Tatort: Das Wort zum Mord ~http 
positive	2	25316	Na bitte; geht doch! Ein wunderschönes Beispiel dafür; wie sich eine negative Botschaft positiv verkaufen lässt.  ~http 
negative	2	7087	Wie du hast bis drei geschlafen ? :D Ach du scheiße.
positive	2	10007	höre einen großartigen Vortrag von Alex Kirlik über "ethical design" bei der  "Usability Professionals 2009" (UP09)
negative	2	177112	Auto abgeben ;-( (@ Audi Zentrum München) ~http
negative	2	20500	mhh was fang ich jetzt mit dem Wochenende an? Vlt sollte ich mir mal ne Winterjacke kaufen.. Es schneit nämlich -.-'
neutral	2	7441	Sooo;im out :)
negative	2	28040	halb zehn in deutschland. verkehrscaos in münchen. als ob die leute noch nie schnee gesehn haben
neutral	2	45989	Steffi Holz: Alltägliche Ungewissheit. Erfahrungen von Frauen in #Abschiebehaft. Literatur bei Unrast: ~http 
negative	2	9675	Ab und zu wäre erst ''denken'' und dann handeln besser. Aber man das kann ist die Frage ;D
positive	2	7116	Allein daheim; allein daheim. Dabei sind meine Eltern und meine Schwester zuhause.
negative	2	35294	kollegin ist sehr erstaunt darüber; dass sich ptfe nicht wie metall schweißen lässt... ich bin sehr erstaunt über kollegin.
positive	2	28999	hahahaahaha.. qaiiiil wenn so gut nur unser Fc Köln wäre &lt;3 :D
positive	2	170389	Bald erwartet mich einen Audi #RS6 Avant. Come On Come On; I like it i like it! :-D
neutral	2	15789	was zum geier ist AIKIDO????
neutral	2	35474	Verkopft und zugenäht
positive	2	182053	Zockt mit @user auf der ganz alten Nintendo voll retro SWAG
positive	2	64069	...davon hingegen kann ich nie genug bekommen :) Bild: "Erster Eindruck: Nintendo beschränkt sich nicht darauf;... ~http 
neutral	2	31993	Ich will ein iPhone 4 32GB bei iPhoneTeam.de gewinnen! Gewinnspiel auf ~http 
positive	2	920	Dass meine Hand perfekt in deine passt; kann doch kein Zufall sein.
neutral	2	16594	"Zweifel sind Verräter. Sie rauben uns; was wir gewinnen können.. wenn wir nur einen Versuch wagen würden."
neutral	2	2984	mein papa hat jetzt 'xoxo' und ich nicht. wusste gar nicht das der sowas hört.
neutral	2	29159	Nicht Gesund; aber Mitten im Leben: Berlin; Berlin ~http 
neutral	2	14096	Mir is kalt...
negative	2	21809	Stop! nein das kann nicht war sein!
neutral	2	7153	Steuererklärung: check :)
positive	2	19226	Guten Morgen Jetlag... ;)
neutral	2	28706	Danke Mainz; weiter so.... #effzeh
negative	2	29032	omg meine haare ich seh aus wie alice von twilight...
neutral	2	16721	Du hast Dich zuvor so verhalten; Sozialstellen nicht bemüht … asozialen Händlern anvertraut ... ver-/gebunden fühlend!? Sage Dir; … dann …
positive	2	45526	#FollowFriday Eine wandelnde Krise ... und das ist verdammt gut so! ☺ @user | ~http  ☺
positive	2	8571	isch kle fertig vum training und hockt gechillt vorm netbook #duknb
negative	2	40164	exrem starke zahnschmerzen. morgn hat mama geburtstag... mist?
neutral	2	157985	Treffen Sie Logwin auf dem 9. Branchenforum Automobil-Logistik am 27.1. im Audi Forum Ingolstadt.Wir freuen uns auf den persönlichen Dialog!
positive	2	43928	Ich lebe einen Traum von einem Leben.
positive	2	38975	In den letzten 24 Stunden ist die welt nicht untergegangen; ich bin erstaunt. Oder habe ich es einfach verpasst?
neutral	2	33474	Kondome-gratis.de startet neu.Als kleines Neujahresgeschenk erhälst du bei uns 6 vollkommen kostenlose Kondome! ~http 
positive	2	36767	Kopfhörer auf- Musik an- Welt aus!
neutral	2	28314	Glutenfrei backen: über 80 Rezepte für überragenden Genuss - von A. Kirchmaier et al. - Umschau Buchverlag. ~http 
neutral	2	42921	Ein Programm das mir das telephonieren und das internet abdreht wenn ich es verbraucht habe.  Ja praktische sachen giebts nur am hTc.
positive	2	28728	Auch ein Sieg für die Fairness. Vettel Weltmeister! #stahlregie #f1
positive	2	37567	Die Müllabfuhr rettet meinen Tag!! Einfach zu göttlich; dieser Krüppelmann =D Beschwert sich bei uns über die Mülltrennung o.O.
neutral	2	43107	Soeben ist der heutige Kreuzfahrt-Newsletter verschickt worden. Ihr wollt die Themen des Tages kennen? Meldet euch an! ~http 
positive	2	29599	Nike; Adidas & Co. verzichten auf Chemie in den Klamotten? Ja; das wär fein! Neue #Greenpeace-Kampagne setzt Zeichen: ~http
neutral	2	18961	Schwarz Gelb lässt die Hosen runter: ~http  Wie weiter? ~http 
neutral	2	31418	Duderstädter frühlingsfest. Gleich feuerwerk... ~http
neutral	2	44125	Da brennt in #Schwalmstadt ein Gymnasium ab und niemand titelt "Hurra Hurra die #Schule brennt" - FEIGLINGE!
negative	2	32455	bei der Form geb ich auch der Microsoft 6000 den Vorzug.Den Kurs mit den Handschmeichlern müssen die Logitech Designer verpasst haben
neutral	2	25522	Hab mich gerade mit einem unterhalten; der von sich meinte er wäre ein Junkie. Dabei kennt er nichtmal den #hashtag.
neutral	2	21735	hab mich achtzig Mal verdrückt; aber Schatz; ich schrieb zurück.
neutral	2	44317	Eines Tages schwimmt die Wahrheit doch nach oben. Als Wasserleiche. (Wieslaw Brudzinski)
neutral	2	6275	#Grundrechte schützen! Schäubles Überwachungswahn #Monitor #Sendung vom 12.04.2007 ~http  #piraten+ #cdu- #btw09
positive	2	14517	Ich komm nicht weiter #mariobros ärgerliche unterwasserwelt aber einfach ein geniales Spiel
neutral	2	25710	Spinne in meinem Zimmer getötet &gt;.&lt;
neutral	2	6440	Auch in Düsseldorf kommt Samstags also der Schrottsammler :D
neutral	2	25111	Was ist das?? Fc manner schnitte oder was? :) ~http 
neutral	2	29979	Mein Chef ist so vergesslich; dass ich ihn daran erinnern muss; dass ich ihm erinnerungszettel geschrieben habe.
neutral	2	28274	Köstliche Rezepte aus aller Welt (Sachbuch) - von Roberto Mottadelli et al. ~http 
positive	2	8562	Das Wetter könnte nicht schöner sein!:(
neutral	2	45881	so zwischen schlafen und koma schloma
negative	2	47110	Das ist für Ghana echt bitter!
negative	2	10298	Uneingeladene gaeste bei einer party sind echt assi; vor allem wenn sich dabei um die #polizei handelt! #rockon
neutral	2	41078	noch die letzten highlights vom samstag anschaun. (watching Schlag den Raab via @user) ~http 
positive	2	3114	Heimatgefühle ~http  #briard
negative	2	16216	Mit großer Verspätung "Feuchtgebiete" gelesen. Fazit: Kann man sich sparen...passend hierzu: ~http 
positive	2	110532	vielen dank.klarer sieg für gucci ;D
negative	2	16242	Gestern Ridley Scotts Robin Hood von 2010 gesehen. Zweieinhalb Stunden verschwendete Zeit....langatmig und unnötig.
neutral	2	35628	Wie geil RT @user Samsung lässt Galaxy-Tab-Displays künftig auf Rückseite montieren ~http 
neutral	2	9095	Hör dir Taio Cruz von Higher an! Ich habe den Song gerade mit TrackID™ von Sony Ericsson gefunden.
positive	2	25037	Hört mal bei Dead United rein... oder besucht gleich ihr Konzert. passende News dazu: ~http 
neutral	2	20343	Huhu :) Nicht so oft online; habe viel um die Ohren...
positive	2	24220	Opera mini ist ja mal genial fürs surfen mit GPRS / Edge auf dem iPhone.
positive	2	19073	Dieses Video musst du dir ansehen! -- Paris Hilton sexy spot Go Yellow ~http 
negative	2	27424	Dieses Video enthält Content von Sony Music Entertainment. Es ist in deinem Land nicht verfügbar.  FUUUUCCCKKK OFFFFF!!!!!!111
neutral	2	34732	Liebe KandidatInnen der @user Konsumentencharta - Einstehen für die Konsumenten! Danke! ~http  @user
positive	2	35874	KONZ Steuertipps gibt auch Tipps und macht Verlosungen auf Facebook - Wir freuen uns über 46 Fans!
neutral	2	2273	Gerade hat sich ein junger Mann aus dem Newsletter abgemeldet. Begründung: "habe meine grosse Liebe jetzt... ~http 
positive	2	37132	Halber Arbeitstag vorbei...endlich Pause
negative	2	27470	Aufbau eines DEUTSCH-AFRIKANISCHEN Verteidigungsbündnis zur BEFREIUNG der Welt. Es wird immer besser hahaha
neutral	2	43690	Planung des irischen abends angenommen. gleich mal nen Irish pup gegründet. er trägt den Namen:  Irischer  PAP
neutral	2	41623	Gruppensport ist Massenmord.  Heute zwei verletzte beim Fußballspielen. Einer davon jetzt im Krankenhaus.
na	2	25308	juhu jetzt fuintz der transfer ned un d ich hock am rechern -.- endlich daheim
positive	2	76361	Das Bing Hintergrundbild ist klasse aber längst nicht so imposant wie darunter zu stehen.
neutral	2	29260	Gleich ist Zapfenstreich im Hostel. Kiddies haben sich morgen ausschlafen vor dem Event verdient. #LostInMV
negative	2	14195	muss sich nun 2 Stunden mit so mittel Metalbands die Zeit bis Peter Fox vertreiben
negative	2	7042	faul sein ._.
neutral	2	14540	Jetzt weiß ich wieder warum das #Traumschiff nur 3x/Jahr läuft: es könnten die Ideen ausgehn.vorteil: die leut könnten vergessen was kommt
positive	2	39172	Morgen beginnt mein erster Tag an der Fh :-) und so ziemlich meine letzte Woche bei meinem Arbeitgeber!
neutral	2	943	Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Disneys König der Löwen... ~http 
negative	2	17439	im regen ins kino - keine gute idee
positive	2	14528	Morgen noch treffen mit Chef; dann WOCHENENDE; mein erster freier Samstag seit September....fein fein fein
neutral	2	36482	Insb. auch empfehlenswerte Restaurants oder Läden. Nicht das was in jedem Reiseführer steht.
neutral	2	29563	Ein kräftiger Schienbeinmuskel verleiht Fußgelenken beim Laufen mehr Flexibilität & Stabilität. 1a Trainingsgeräte: Balance Pad & Bosu Ball.
neutral	2	31915	Kämpfen und Siegen #SGE
positive	2	16471	Und der Moment; in dem man beschließt; nicht alles ergründen zu wollen um seinen Frieden zu finden; .. wird den Frieden bringen.
neutral	2	44457	OMG!!!!!!!!!......#SexRobstenBR
negative	2	36488	Hach #Sommer. Wir hätten dieses Jahr so gute Freunde werden können. Aber du hast mich ja sitzen lassen....
neutral	2	44255	Weiter geht es mit: #ff @user @user @user @user @user @user @user @user
positive	2	112493	Auf großer Oster-Mission für Sony unterwegs. Als Belohnung warten tolle Preise auf mich: ~http 
na	2	45826	ok mir ist sehr langweilig. house of night lesen und so :D
neutral	2	111334	Wenn Zeit ist werde ich heute einen eBook-Reader von Sony mal testen ( beruflich natürlich)
neutral	2	46199	Sendung ist seid 4:37 in Köln; kann ich ja fast selbst abholen :-)
neutral	2	25883	SALAFISTEN;trojanisches Pferd des Terrors?Alle islamistischen Terroristen waren Salafisten..züchten wir den Feind in unsrem Bett?
neutral	2	46333	was macht eine betrunkene blumenverkäuferin? fleder-floristik! #alkohol #spaß #epic
neutral	2	30548	Unfassbar: Britney Tickets für 2;30 Euro! ~http 
positive	2	1549	[DiscoSion] Vielen Dank für verfolgen! Ich hoffe euch bei unserer Veranstaltung im Namen der Iniziatoren begrüßen zu konnen VG @user ...
negative	2	21897	Ich: gehe gleich in deinen Spülkasten kacken wenn du nicht aufhörst zu nerven! Er: OKAY! :D
neutral	2	34737	#Preisklagemauer - Abzocke des Tages: Fischfutter TETRA "XL-Flocken"; 1000ml; Preisaufschlag 257% ~http 
neutral	2	10324	R.I.P Ryan Dunn!  so oft dem tod ausgewichen und jetzt ein autounfall #finaldestination #fb
negative	2	18597	und schon hab ich kein bock mehr auf spanisch; todo lo que apesta
positive	2	35333	neben rtl für die schwiegertöchter möchte ich auch manchmal rtl2 für frauentausch danken... DANKE!
neutral	2	7445	Mittwoch *-*
neutral	2	63782	INNOVATION - Nintendo küntigt 3D-Mobilkonsole an; die keine 3D-Brille benötigt! ~http 
negative	2	46147	F***k!!! Leider kein #rydercup in Deutschland ;-( Frankreich...
neutral	2	36876	Sag nicht: Ich kann das nicht. Sag: Ich kann das noch (!) nicht.
neutral	2	26384	Antrag beim BVA übers Internet gestellt; Bestätigung kommt per Briefpost (klar; gut so) - mit drangetackertem Folgeantragsblankoformular...
negative	2	23424	War ja klar. Behörden verbieten #Protest gegen #Papst ~http
negative	2	9525	Hab limit -.-'
positive	2	32462	Wochen? Monate?-Lang nichts getwittert und immer noch follower unglaublich
neutral	2	35949	Lesenswerte Anregungen: RT @user "Luft beim Atmen" - ~http  - aus #Grundelemente; einer neuen Seite der Lyrikscheune
neutral	2	24330	Gangstar: Miami Vindication HD absofort für 0;79€ statt 5;49€ im AppStore zu finden ~http 
positive	2	13635	"Keinohrnazis" LOL #TvTotal
neutral	2	183192	Das Projekt des Jahrhunderts startet bei trnd - gesucht werden 40 Onlinereporter fuer das XPERIA X10 von Sony Ericsson - PHAENOMENAL!
neutral	2	22617	Und damit parkte Herr Dachs bei Frau Hecht ein und sie schliefen ein.
neutral	2	8637	#Greenpeace: Adidas will auf giftige #Chemikalien verzichten ~http
positive	2	9730	findet es super das es schneit #schneeflocken_mit_mund_fang
neutral	2	6061	I uploaded a YouTube video -- Urlaub auf dem Kapellenhof/Manderscheid - Ferienwohnung S... ~http 
neutral	2	14623	Affiliate-with.me ist ein ausgetüftelter; funktionierender getesteter Plan (blueprint)  auf dem Weg zum Super Affiliate ~http 
neutral	2	40423	Adidas Woman Fresh Escape Deo Body Spray; 150ml: Adidas Fresh Escape ist ein frischer; natürlicher Duft voller E... ~http 
neutral	2	44324	Manche Bücher entfalten erst im Kamin ihr volles Aroma. (Manuel Vázquez Montalbán)
neutral	2	132030	Diese Woche wird wohl mein neues Handy eintrudeln - Samsung Galaxy s2 - dann heists Bye Bye I Phone 3gs
neutral	2	41682	Diven; Diebe; Diktatoren - SPIEGEL ONLINE - ~http
negative	2	11183	Hm. Vertrag kündigen und prepaid karte kaufen. Nicht nur bessere Kondition; sondern auch besserer Service. Traurig #o2
na	2	43909	Nie nie niemals wieder! Okay vielleicht doch
positive	2	37143	Trivial Pursuit aufm iPhone macht richtig Laune! Und das mir; dem Brettspielverweigerer!:  ~http 
positive	2	35347	gestern auf "das vierte": "batman hält die welt in atem"... musste so lachen; dass ich mir direkt die dvd bestellt hab. morgen ist sie da
neutral	2	24692	- Im Hungry
neutral	2	3927	Für schlappe 260€ pro Tag kann man die Finca von Sonja Zietlow mieten...^^ ~http 
negative	2	18579	Bernd Eichinger hinterlässt eine unendliche Leere - ~http 
negative	2	13817	Der heutige Tag ist einfach mal... mistig. Man könnte ihn sogar als "scheiße" bezeichnen. Aber sowas tut man nicht.
neutral	2	5617	„Eine der seltensten Befähigungen ist die Befähigung; Befähigung anzuerkennen.“   -Internet
negative	2	41430	Jetzt muss ich nur noch wieder fit werden; damit ich zur mündlichen Prüfung kann &gt;.&lt;.
neutral	2	1808	Naja.. Ich glaube Heute ist wieder mein "OH SEBASTIAN!"- tag. @user  OOOOH SEBASTIAN! &lt;3 *O*
neutral	2	42983	Als Twitter noch meine Startseite war; hab ich wenigstens daran gedacht zu twittern.. Life..
neutral	2	43184	Yummmmiii   RT: @user 500 g nutella für 0;99€ am Freitag (17.12.) bei Lidl bundesweit ~http
neutral	2	8202	eingeschneit*
neutral	2	61038	IM GUCCI 0N U YADIES! #divadoll
neutral	2	21546	HEUTE ABEND AB 21 UHR KEYS ROCK ERÖFFNUNG MIT BBQ;SANGRIA;POOL SPIELEN;UND VIELEN WEITEREN ÜBERRASCHUNG ~http 
negative	2	2894	mein handy hört nach ein paar sms'n auf bei einer neuen sms zu vibrieren !
neutral	2	2045	Was soll man zu diesem TRailer noch sagen außer ... Möge die Macht mit euch sein: ~http
neutral	2	45116	in der 10. runde geht er zu boden sicher # klitschko wins
neutral	2	25470	äh LERNEN!
negative	2	30867	DAGEGEN! wurde gerade veröffentlicht! ~http  ▸ Titelthemen heute: @user
neutral	2	8213	finde keine Worte #Oslo #Utøya
positive	2	4304	Besten Dank für´s FOLLOW #FF an @user  @user  @user
neutral	2	34568	habe grade einen  waren freund zu gast
positive	2	2898	wird ja immer geiler hier.
positive	2	41712	Rainbow Magicland ftw: D Auf zu den Achterbahnen!*___*
positive	2	43944	E-Klasse brettern :D *.*
positive	2	84918	Sehr geil... nicht gewusst das die noch produziert werden: Sony stellt Produktion von Floppy Disks ein ~http  via @user
positive	2	13432	Dieses Video musst du dir ansehen! -- E Nomine--Psalms 23 (Parts 1&2) ~http  via @user
negative	2	7341	Die Leute die am wenigsten über einen wissen sind immer die;die meinen;am meisten Ahnung von einem zu haben.
neutral	2	14777	grade iwie einsam...
neutral	2	16094	Morgen Welt ....
